"Date (UTC)","Request ID","Correlation ID","User ID","User","Username","User type","Cross tenant access type","Incoming token type","Authentication Protocol","Unique token identifier","Client credential type","Application","Application ID ","Resource","Resource ID ","Resource tenant ID","Home tenant ID","Home tenant name","IP address","Location","Status","Sign-in error code","Failure reason","Client app","Device ID","Browser","Operating System","Compliant","Managed","Join Type","Multifactor authentication result","Multifactor authentication auth method","Multifactor authentication auth detail","Authentication requirement","Sign-in identifier","IP address (seen by resource)","Autonomous system  number","Flagged for review","Token issuer type","Incoming token type","Token issuer name","Latency","Conditional Access"
"YYYY-MM-DD3T17:53:08Z","51add142-7456-404c-a083-e56438249a00","333a718a-9f18-460c-af71-1c83849421cc","3a1a83cd-d2a0-4ff8-9dca-bb780b98cd85","Paul Bowman","paul.bowman@infotekexpress.onmicrosoft.com","member","none","none","none","QtGtUVZ0TECgg-VkOCSaAA","none","Azure Portal","c44b4083-3bb0-49c1-b47d-974e53cbdf3c","Windows Azure Service Management API","797f4846-ba00-4fd7-ba43-dac1f8f63013","ff2c1180-513c-41b6-9be2-525e6863989d","ff2c1180-513c-41b6-9be2-525e6863989d","","137.184.112.155","San Jose, California, US","Interrupted","50074","Strong Authentication is required.","Browser","","Firefox 114.0","Linux","false","false","","User needs to perform multi-factor authentication. There could be multiple things requiring multi-factor, e.g. Conditional Access policies, per-user enforcement, requested by client, among others.","Mobile app notification","","Multifactor authentication","paul.bowman@infotekexpress.onmicrosoft.com","","14061","false","Azure AD","None","","128","Not Applied"
"YYYY-MM-DD3T17:52:50Z","044a515b-327f-4d06-8b9d-92742ad5db00","333a718a-9f18-460c-af71-1c83849421cc","3a1a83cd-d2a0-4ff8-9dca-bb780b98cd85","Paul Bowman","paul.bowman@infotekexpress.onmicrosoft.com","member","none","none","none","W1FKBH8yBk2LnZJ0KtXbAA","none","Azure Portal","c44b4083-3bb0-49c1-b47d-974e53cbdf3c","Windows Azure Service Management API","797f4846-ba00-4fd7-ba43-dac1f8f63013","ff2c1180-513c-41b6-9be2-525e6863989d","ff2c1180-513c-41b6-9be2-525e6863989d","","137.184.112.155","San Jose, California, US","Failure","50126","Error validating credentials due to invalid username or password.","Browser","","Firefox 114.0","Linux","false","false","","The user didn't enter the right credentials.  It's expected to see some number of these errors in your logs due to users making mistakes.","","","Single-factor authentication","paul.bowman@infotekexpress.onmicrosoft.com","","14061","false","Azure AD","None","","134","Not Applied"
"YYYY-MM-DD3T17:31:56Z","f88111b3-9488-4b79-b1f6-5e3a52203800","f87298a7-37ba-4640-9dff-dd9b9beb5419","f588d1b0-fea0-465d-85db-6d4dbf5e8152","On-Premises Directory Synchronization Service Account","sync_ad-connector_df80f1391ab6@infotekexpress.onmicrosoft.com","member","none","none","ropc","sxGB-IiUeUux9l46UiA4AA","none","Microsoft Azure Active Directory Connect","cb1056e2-e479-49de-ae31-7812af012ed8","Windows Azure Active Directory","00000002-0000-0000-c000-000000000000","ff2c1180-513c-41b6-9be2-525e6863989d","ff2c1180-513c-41b6-9be2-525e6863989d","","4.227.136.189","Washington, Virginia, US","Success","","Other.","Mobile Apps and Desktop clients","","Rich Client 4.36.0.0","Windows10","false","false","","","","","Single-factor authentication","Sync_AD-CONNECTOR_df80f1391ab6@InfoTekExpress.onmicrosoft.com","","8075","false","Azure AD","None","","133","Not Applied"
"YYYY-MM-DD2T17:04:57Z","28927149-337c-4d2c-b67e-a4bc0e711a01","f848dd58-ca2b-406c-a3fd-9b2d64d67c38","d407478e-d31c-47e7-923b-6e0ebf50f696","SVC_CertSvcs","svc_certsvcs@infotekexpress.onmicrosoft.com","member","none","none","none","SXGSKHwzLE22fqS8DnEaAQ","none","Azure Active Directory PowerShell","1b730954-1685-4b74-9bfd-dac224a7b894","Windows Azure Active Directory","00000002-0000-0000-c000-000000000000","ff2c1180-513c-41b6-9be2-525e6863989d","ff2c1180-513c-41b6-9be2-525e6863989d","","20.25.46.88","Washington, Virginia, US","Failure","50053","Other.","Mobile Apps and Desktop clients","","Python Requests 2.27","","false","false","","","","","Single-factor authentication","svc_certsvcs@infotekexpress.onmicrosoft.com","","8075","false","Azure AD","None","","67","Not Applied"
"YYYY-MM-DD2T17:04:57Z","c74284f0-c490-49b6-889a-ca85603d9f00","0a29a376-2674-4e3c-b76e-815ec2a0069f","67c69498-69e2-48da-8736-ba26790b5932","SVC_CEOBackup","svc_ceobackup@infotekexpress.onmicrosoft.com","member","none","none","none","8IRCx5DEtkmImsqFYD2fAA","none","Azure Active Directory PowerShell","1b730954-1685-4b74-9bfd-dac224a7b894","Windows Azure Active Directory","00000002-0000-0000-c000-000000000000","ff2c1180-513c-41b6-9be2-525e6863989d","ff2c1180-513c-41b6-9be2-525e6863989d","","20.25.46.88","Washington, Virginia, US","Failure","50053","Other.","Mobile Apps and Desktop clients","","Python Requests 2.27","","false","false","","","","","Single-factor authentication","SVC_CEOBackup@infotekexpress.onmicrosoft.com","","8075","false","Azure AD","None","","298","Not Applied"
"YYYY-MM-DD2T17:04:56Z","471d3829-2997-4801-ac2d-04668a834b00","e162c071-f747-4c0e-86fe-fcb77dd62202","3edb4ab4-aded-4a8d-8289-0413d804befc","SVC_MSSQL","svc_mssql@infotekexpress.onmicrosoft.com","member","none","none","none","KTgdR5cpAUisLQRmioNLAA","none","Azure Active Directory PowerShell","1b730954-1685-4b74-9bfd-dac224a7b894","Windows Azure Active Directory","00000002-0000-0000-c000-000000000000","ff2c1180-513c-41b6-9be2-525e6863989d","ff2c1180-513c-41b6-9be2-525e6863989d","","20.25.46.88","Washington, Virginia, US","Failure","50053","Other.","Mobile Apps and Desktop clients","","Python Requests 2.27","","false","false","","","","","Single-factor authentication","SVC_MSSQL@infotekexpress.onmicrosoft.com","","8075","false","Azure AD","None","","70","Not Applied"
"YYYY-MM-DD2T17:04:55Z","df57f98e-a046-42d6-a5a4-cb35309c6c00","c1cf1fff-f591-4658-8d9d-ae11992d4e9e","2abe0d0e-efc9-4133-a8dd-cded03b65003","Harold Smith","harold.smith@infotekexpress.onmicrosoft.com","member","none","none","none","jvlX30ag1kKlpMs1MJxsAA","none","Azure Active Directory PowerShell","1b730954-1685-4b74-9bfd-dac224a7b894","Windows Azure Active Directory","00000002-0000-0000-c000-000000000000","ff2c1180-513c-41b6-9be2-525e6863989d","ff2c1180-513c-41b6-9be2-525e6863989d","","20.25.46.88","Washington, Virginia, US","Failure","50053","Other.","Mobile Apps and Desktop clients","","Python Requests 2.27","","false","false","","","","","Single-factor authentication","Harold.Smith@infotekexpress.onmicrosoft.com","","8075","false","Azure AD","None","","74","Not Applied"
"YYYY-MM-DD2T17:04:55Z","6315a391-3b0b-44cb-a975-947b9e949500","301aeda3-01ee-4a1e-89d0-717f904ddf28","bc154c00-7b4f-46bd-8b7f-f9517f84343c","Johnny Gonzalez","johnny.gonzalez@infotekexpress.onmicrosoft.com","member","none","none","none","kaMVYws7y0SpdZR7npSVAA","none","Azure Active Directory PowerShell","1b730954-1685-4b74-9bfd-dac224a7b894","Windows Azure Active Directory","00000002-0000-0000-c000-000000000000","ff2c1180-513c-41b6-9be2-525e6863989d","ff2c1180-513c-41b6-9be2-525e6863989d","","20.25.46.88","Washington, Virginia, US","Failure","50053","Other.","Mobile Apps and Desktop clients","","Python Requests 2.27","","false","false","","","","","Single-factor authentication","Johnny.Gonzalez@infotekexpress.onmicrosoft.com","","8075","false","Azure AD","None","","70","Not Applied"
"YYYY-MM-DD2T17:04:55Z","20e2ce80-c677-4c7c-b81d-640cf8dd9500","32aa08e8-62ec-422a-9140-7a94f3f5335a","91e02706-a1a6-44c5-a691-c5b94576e5a3","Joan King","joan.king@infotekexpress.onmicrosoft.com","member","none","none","none","gM7iIHfGfEy4HWQM-N2VAA","none","Azure Active Directory PowerShell","1b730954-1685-4b74-9bfd-dac224a7b894","Windows Azure Active Directory","00000002-0000-0000-c000-000000000000","ff2c1180-513c-41b6-9be2-525e6863989d","ff2c1180-513c-41b6-9be2-525e6863989d","","20.25.46.88","Washington, Virginia, US","Failure","50053","Other.","Mobile Apps and Desktop clients","","Python Requests 2.27","","false","false","","","","","Single-factor authentication","Joan.King@infotekexpress.onmicrosoft.com","","8075","false","Azure AD","None","","78","Not Applied"
"YYYY-MM-DD2T17:04:54Z","79ae1890-f715-4643-915b-a4a24bb9c700","12e20e39-b459-44a9-83ad-03a28831bb3b","53381a62-0cc3-4a12-a9bd-bca9c357c5f8","Edward White","edward.white@infotekexpress.onmicrosoft.com","member","none","none","none","kBiueRX3Q0aRW6SiS7nHAA","none","Azure Active Directory PowerShell","1b730954-1685-4b74-9bfd-dac224a7b894","Windows Azure Active Directory","00000002-0000-0000-c000-000000000000","ff2c1180-513c-41b6-9be2-525e6863989d","ff2c1180-513c-41b6-9be2-525e6863989d","","20.25.46.88","Washington, Virginia, US","Failure","50053","Other.","Mobile Apps and Desktop clients","","Python Requests 2.27","","false","false","","","","","Single-factor authentication","Edward.White@infotekexpress.onmicrosoft.com","","8075","false","Azure AD","None","","82","Not Applied"
"YYYY-MM-DD2T17:04:54Z","27c0caca-9cf1-4373-adc9-5e0308920701","54161568-e8a6-44b4-981a-4b1d9fff7d70","7cc2399e-11f5-4208-aa44-e7ba8bb9dc12","George Edwards","george.edwards@infotekexpress.onmicrosoft.com","member","none","none","none","ysrAJ_Gcc0OtyV4DCJIHAQ","none","Azure Active Directory PowerShell","1b730954-1685-4b74-9bfd-dac224a7b894","Windows Azure Active Directory","00000002-0000-0000-c000-000000000000","ff2c1180-513c-41b6-9be2-525e6863989d","ff2c1180-513c-41b6-9be2-525e6863989d","","20.25.46.88","Washington, Virginia, US","Failure","50053","Other.","Mobile Apps and Desktop clients","","Python Requests 2.27","","false","false","","","","","Single-factor authentication","George.Edwards@infotekexpress.onmicrosoft.com","","8075","false","Azure AD","None","","70","Not Applied"
"YYYY-MM-DD2T17:04:53Z","97df6df0-dc54-4f61-98f5-e7d69e112900","e06006de-8350-4614-b568-3c00c95fdc09","e697519e-a3f0-4c98-beed-94173dc154e2","Janet Brown","janet.brown@infotekexpress.onmicrosoft.com","member","none","none","none","8G3fl1TcYU-Y9efWnhEpAA","none","Azure Active Directory PowerShell","1b730954-1685-4b74-9bfd-dac224a7b894","Windows Azure Active Directory","00000002-0000-0000-c000-000000000000","ff2c1180-513c-41b6-9be2-525e6863989d","ff2c1180-513c-41b6-9be2-525e6863989d","","20.25.46.88","Washington, Virginia, US","Failure","50053","Other.","Mobile Apps and Desktop clients","","Python Requests 2.27","","false","false","","","","","Single-factor authentication","Janet.Brown@infotekexpress.onmicrosoft.com","","8075","false","Azure AD","None","","68","Not Applied"
"YYYY-MM-DD2T17:04:53Z","36f099c2-19c6-4d20-9168-982f49675800","6b3746bb-7bd8-46dd-82d5-ba22390fa52a","e90026b2-a31a-487f-9c58-635d50dcd9ce","Shawn Turner","shawn.turner@infotekexpress.onmicrosoft.com","member","none","none","none","wpnwNsYZIE2RaJgvSWdYAA","none","Azure Active Directory PowerShell","1b730954-1685-4b74-9bfd-dac224a7b894","Windows Azure Active Directory","00000002-0000-0000-c000-000000000000","ff2c1180-513c-41b6-9be2-525e6863989d","ff2c1180-513c-41b6-9be2-525e6863989d","","20.25.46.88","Washington, Virginia, US","Failure","50053","Other.","Mobile Apps and Desktop clients","","Python Requests 2.27","","false","false","","","","","Single-factor authentication","Shawn.Turner@infotekexpress.onmicrosoft.com","","8075","false","Azure AD","None","","88","Not Applied"
"YYYY-MM-DD2T17:04:52Z","c5ce175a-c468-4fa6-a5f0-6a7533d25600","f49151eb-f9e0-4a35-8964-174ba16aa2e3","828256c3-8af1-44a8-8fcd-6bd7bb1601c3","Amanda Bryant","amanda.bryant@infotekexpress.onmicrosoft.com","member","none","none","none","WhfOxWjEpk-l8Gp1M9JWAA","none","Azure Active Directory PowerShell","1b730954-1685-4b74-9bfd-dac224a7b894","Windows Azure Active Directory","00000002-0000-0000-c000-000000000000","ff2c1180-513c-41b6-9be2-525e6863989d","ff2c1180-513c-41b6-9be2-525e6863989d","","20.25.46.88","Washington, Virginia, US","Failure","50053","Other.","Mobile Apps and Desktop clients","","Python Requests 2.27","","false","false","","","","","Single-factor authentication","Amanda.Bryant@infotekexpress.onmicrosoft.com","","8075","false","Azure AD","None","","68","Not Applied"
"YYYY-MM-DD2T17:04:52Z","48f9e5b0-c5a0-40ec-bd28-7f3904ed9900","4d391b6a-961e-4536-a06d-a6ad7a9342e4","e740f14b-4f74-4a30-840e-448f0fc74a83","Irene Harris","irene.harris@infotekexpress.onmicrosoft.com","member","none","none","none","sOX5SKDF7EC9KH85BO2ZAA","none","Azure Active Directory PowerShell","1b730954-1685-4b74-9bfd-dac224a7b894","Windows Azure Active Directory","00000002-0000-0000-c000-000000000000","ff2c1180-513c-41b6-9be2-525e6863989d","ff2c1180-513c-41b6-9be2-525e6863989d","","20.25.46.88","Washington, Virginia, US","Failure","50053","Other.","Mobile Apps and Desktop clients","","Python Requests 2.27","","false","false","","","","","Single-factor authentication","Irene.Harris@infotekexpress.onmicrosoft.com","","8075","false","Azure AD","None","","72","Not Applied"
"YYYY-MM-DD2T17:04:51Z","9287b12a-1a05-4b79-aae7-b37931b5a200","dc3dbdd0-05f0-4dcb-842b-d0b88bfbca9b","ab297d0c-be61-4667-a029-a3bd7becc496","Denise Davis","denise.davis@infotekexpress.onmicrosoft.com","member","none","none","none","KrGHkgUaeUuq57N5MbWiAA","none","Azure Active Directory PowerShell","1b730954-1685-4b74-9bfd-dac224a7b894","Windows Azure Active Directory","00000002-0000-0000-c000-000000000000","ff2c1180-513c-41b6-9be2-525e6863989d","ff2c1180-513c-41b6-9be2-525e6863989d","","20.25.46.88","Washington, Virginia, US","Failure","50053","Other.","Mobile Apps and Desktop clients","","Python Requests 2.27","","false","false","","","","","Single-factor authentication","Denise.Davis@infotekexpress.onmicrosoft.com","","8075","false","Azure AD","None","","79","Not Applied"
"YYYY-MM-DD2T17:04:51Z","61121f9c-12e4-44d3-8cda-6c656263ac00","c4dd6a0e-d1fe-47e7-a6a5-32076d6bc6a1","62371736-a594-4ec0-b613-2f4668701d9b","Russell Parker","russell.parker@infotekexpress.onmicrosoft.com","member","none","none","none","nB8SYeQS00SM2mxlYmOsAA","none","Azure Active Directory PowerShell","1b730954-1685-4b74-9bfd-dac224a7b894","Windows Azure Active Directory","00000002-0000-0000-c000-000000000000","ff2c1180-513c-41b6-9be2-525e6863989d","ff2c1180-513c-41b6-9be2-525e6863989d","","20.25.46.88","Washington, Virginia, US","Failure","50053","Other.","Mobile Apps and Desktop clients","","Python Requests 2.27","","false","false","","","","","Single-factor authentication","Russell.Parker@infotekexpress.onmicrosoft.com","","8075","false","Azure AD","None","","83","Not Applied"
"YYYY-MM-DD2T17:04:51Z","da76d45e-fc30-4655-8c3d-2693ed87c300","e3933981-8deb-4e85-abce-c20de9438d08","5f1178cd-0247-412a-b042-680786b39169","Bruce Thomas","bruce.thomas@infotekexpress.onmicrosoft.com","member","none","none","none","XtR22jD8VUaMPSaT7YfDAA","none","Azure Active Directory PowerShell","1b730954-1685-4b74-9bfd-dac224a7b894","Windows Azure Active Directory","00000002-0000-0000-c000-000000000000","ff2c1180-513c-41b6-9be2-525e6863989d","ff2c1180-513c-41b6-9be2-525e6863989d","","20.25.46.88","Washington, Virginia, US","Failure","50053","Other.","Mobile Apps and Desktop clients","","Python Requests 2.27","","false","false","","","","","Single-factor authentication","Bruce.Thomas@infotekexpress.onmicrosoft.com","","8075","false","Azure AD","None","","108","Not Applied"
"YYYY-MM-DD2T17:04:50Z","941395f7-9344-4806-8097-f149691a3301","46e251ee-04c8-4915-b8fe-b7ed9777cbb3","07aea7b0-7dfe-44c8-8f72-72efa8401551","Willie Simmons","willie.simmons@infotekexpress.onmicrosoft.com","member","none","none","none","95UTlESTBkiAl_FJaRozAQ","none","Azure Active Directory PowerShell","1b730954-1685-4b74-9bfd-dac224a7b894","Windows Azure Active Directory","00000002-0000-0000-c000-000000000000","ff2c1180-513c-41b6-9be2-525e6863989d","ff2c1180-513c-41b6-9be2-525e6863989d","","20.25.46.88","Washington, Virginia, US","Failure","50053","Other.","Mobile Apps and Desktop clients","","Python Requests 2.27","","false","false","","","","","Single-factor authentication","Willie.Simmons@infotekexpress.onmicrosoft.com","","8075","false","Azure AD","None","","50","Not Applied"
"YYYY-MM-DD2T17:04:50Z","6cf42eb6-85a7-463d-bb56-289dc1fba700","5b3483fd-d8fe-4ce9-b298-5989f8c3864c","18a17db5-3c8c-4e74-95d1-72c215919f83","Wayne Alexander","wayne.alexander@infotekexpress.onmicrosoft.com","member","none","none","none","ti70bKeFPUa7ViidwfunAA","none","Azure Active Directory PowerShell","1b730954-1685-4b74-9bfd-dac224a7b894","Windows Azure Active Directory","00000002-0000-0000-c000-000000000000","ff2c1180-513c-41b6-9be2-525e6863989d","ff2c1180-513c-41b6-9be2-525e6863989d","","20.25.46.88","Washington, Virginia, US","Failure","50053","Other.","Mobile Apps and Desktop clients","","Python Requests 2.27","","false","false","","","","","Single-factor authentication","Wayne.Alexander@infotekexpress.onmicrosoft.com","","8075","false","Azure AD","None","","103","Not Applied"
"YYYY-MM-DD2T17:04:49Z","f72d6534-7a62-4a7f-96d0-37f5e06f9f00","bba6025a-520e-432d-9bd1-909830be1baf","edc10588-1d6a-40ef-adc4-f8eda5a3da11","Bobby Lopez","bobby.lopez@infotekexpress.onmicrosoft.com","member","none","none","none","NGUt92J6f0qW0Df14G-fAA","none","Azure Active Directory PowerShell","1b730954-1685-4b74-9bfd-dac224a7b894","Windows Azure Active Directory","00000002-0000-0000-c000-000000000000","ff2c1180-513c-41b6-9be2-525e6863989d","ff2c1180-513c-41b6-9be2-525e6863989d","","20.25.46.88","Washington, Virginia, US","Failure","50053","Other.","Mobile Apps and Desktop clients","","Python Requests 2.27","","false","false","","","","","Single-factor authentication","Bobby.Lopez@infotekexpress.onmicrosoft.com","","8075","false","Azure AD","None","","92","Not Applied"
"YYYY-MM-DD2T17:04:49Z","ced05d87-22bf-47fc-b92a-5c46e00e8a00","46f7929b-9ef2-4c6e-a3f2-698117341900","c0af07c7-6607-4aa9-9456-8eae4774c01f","Ruby Henderson","ruby.henderson@infotekexpress.onmicrosoft.com","member","none","none","none","h13Qzr8i_Ee5KlxG4A6KAA","none","Azure Active Directory PowerShell","1b730954-1685-4b74-9bfd-dac224a7b894","Windows Azure Active Directory","00000002-0000-0000-c000-000000000000","ff2c1180-513c-41b6-9be2-525e6863989d","ff2c1180-513c-41b6-9be2-525e6863989d","","20.25.46.88","Washington, Virginia, US","Failure","50053","Other.","Mobile Apps and Desktop clients","","Python Requests 2.27","","false","false","","","","","Single-factor authentication","Ruby.Henderson@infotekexpress.onmicrosoft.com","","8075","false","Azure AD","None","","77","Not Applied"
